Index,Image_ID,Breed,Chest_Girth_cm,Back_Length_cm,Height_cm,Recommended_Size,Fit_Ratio,Verdict,Mesh_OBJ,Depth_PNG,Mask_PNG,VTON_PNG
99,00036,Labrador Retriever,119.4,53.7,53.5,XL,1.206,Tight,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_1_3d_meshes\labrador\00036_stage1_mesh.obj,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_2_depth_maps\labrador\00036_stage2_depth.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_3_anatomical_masks\labrador\00036_stage3_mask_XL.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_4_vton_renders\labrador\00036_stage4_vton_XL.png
100,00037,Labrador Retriever,81.2,41.0,64.0,L,0.944,Good Fit,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_1_3d_meshes\labrador\00037_stage1_mesh.obj,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_2_depth_maps\labrador\00037_stage2_depth.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_3_anatomical_masks\labrador\00037_stage3_mask_L.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_4_vton_renders\labrador\00037_stage4_vton_L.png
101,00038,Labrador Retriever,92.5,52.6,81.2,L,1.076,Tight,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_1_3d_meshes\labrador\00038_stage1_mesh.obj,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_2_depth_maps\labrador\00038_stage2_depth.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_3_anatomical_masks\labrador\00038_stage3_mask_L.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_4_vton_renders\labrador\00038_stage4_vton_L.png
102,00039,Labrador Retriever,114.3,62.5,69.1,XL,1.155,Tight,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_1_3d_meshes\labrador\00039_stage1_mesh.obj,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_2_depth_maps\labrador\00039_stage2_depth.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_3_anatomical_masks\labrador\00039_stage3_mask_XL.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_4_vton_renders\labrador\00039_stage4_vton_XL.png
103,00040,Labrador Retriever,137.7,53.5,64.7,XL,1.391,Tight,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_1_3d_meshes\labrador\00040_stage1_mesh.obj,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_2_depth_maps\labrador\00040_stage2_depth.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_3_anatomical_masks\labrador\00040_stage3_mask_XL.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_4_vton_renders\labrador\00040_stage4_vton_XL.png
104,00041,Labrador Retriever,93.3,49.7,70.2,XL,0.942,Good Fit,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_1_3d_meshes\labrador\00041_stage1_mesh.obj,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_2_depth_maps\labrador\00041_stage2_depth.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_3_anatomical_masks\labrador\00041_stage3_mask_XL.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_4_vton_renders\labrador\00041_stage4_vton_XL.png
105,00042,Labrador Retriever,94.3,57.8,72.1,XL,0.953,Good Fit,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_1_3d_meshes\labrador\00042_stage1_mesh.obj,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_2_depth_maps\labrador\00042_stage2_depth.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_3_anatomical_masks\labrador\00042_stage3_mask_XL.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_4_vton_renders\labrador\00042_stage4_vton_XL.png
106,00043,Labrador Retriever,87.5,44.9,66.9,L,1.017,Good Fit,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_1_3d_meshes\labrador\00043_stage1_mesh.obj,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_2_depth_maps\labrador\00043_stage2_depth.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_3_anatomical_masks\labrador\00043_stage3_mask_L.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_4_vton_renders\labrador\00043_stage4_vton_L.png
107,00044,Labrador Retriever,86.2,50.6,70.4,L,1.002,Good Fit,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_1_3d_meshes\labrador\00044_stage1_mesh.obj,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_2_depth_maps\labrador\00044_stage2_depth.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_3_anatomical_masks\labrador\00044_stage3_mask_L.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_4_vton_renders\labrador\00044_stage4_vton_L.png
108,00045,Labrador Retriever,89.4,59.5,74.2,L,1.04,Good Fit,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_1_3d_meshes\labrador\00045_stage1_mesh.obj,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_2_depth_maps\labrador\00045_stage2_depth.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_3_anatomical_masks\labrador\00045_stage3_mask_L.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_4_vton_renders\labrador\00045_stage4_vton_L.png
109,00046,Labrador Retriever,88.2,56.7,72.7,L,1.026,Good Fit,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_1_3d_meshes\labrador\00046_stage1_mesh.obj,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_2_depth_maps\labrador\00046_stage2_depth.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_3_anatomical_masks\labrador\00046_stage3_mask_L.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_4_vton_renders\labrador\00046_stage4_vton_L.png
110,00047,Labrador Retriever,152.2,57.6,78.6,XL,1.537,Tight,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_1_3d_meshes\labrador\00047_stage1_mesh.obj,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_2_depth_maps\labrador\00047_stage2_depth.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_3_anatomical_masks\labrador\00047_stage3_mask_XL.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_4_vton_renders\labrador\00047_stage4_vton_XL.png
111,00048,Labrador Retriever,99.6,45.4,65.3,XL,1.006,Good Fit,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_1_3d_meshes\labrador\00048_stage1_mesh.obj,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_2_depth_maps\labrador\00048_stage2_depth.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_3_anatomical_masks\labrador\00048_stage3_mask_XL.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_4_vton_renders\labrador\00048_stage4_vton_XL.png
112,00049,Labrador Retriever,98.3,59.8,79.8,XL,0.993,Good Fit,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_1_3d_meshes\labrador\00049_stage1_mesh.obj,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_2_depth_maps\labrador\00049_stage2_depth.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_3_anatomical_masks\labrador\00049_stage3_mask_XL.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_4_vton_renders\labrador\00049_stage4_vton_XL.png
113,00050,Labrador Retriever,103.1,51.7,68.5,XL,1.041,Good Fit,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_1_3d_meshes\labrador\00050_stage1_mesh.obj,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_2_depth_maps\labrador\00050_stage2_depth.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_3_anatomical_masks\labrador\00050_stage3_mask_XL.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_4_vton_renders\labrador\00050_stage4_vton_XL.png
114,00051,Labrador Retriever,116.7,65.2,71.6,XL,1.179,Tight,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_1_3d_meshes\labrador\00051_stage1_mesh.obj,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_2_depth_maps\labrador\00051_stage2_depth.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_3_anatomical_masks\labrador\00051_stage3_mask_XL.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_4_vton_renders\labrador\00051_stage4_vton_XL.png
115,00052,Labrador Retriever,87.2,52.6,68.8,L,1.014,Good Fit,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_1_3d_meshes\labrador\00052_stage1_mesh.obj,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_2_depth_maps\labrador\00052_stage2_depth.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_3_anatomical_masks\labrador\00052_stage3_mask_L.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_4_vton_renders\labrador\00052_stage4_vton_L.png
116,00053,Labrador Retriever,86.5,61.0,79.5,L,1.006,Good Fit,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_1_3d_meshes\labrador\00053_stage1_mesh.obj,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_2_depth_maps\labrador\00053_stage2_depth.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_3_anatomical_masks\labrador\00053_stage3_mask_L.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_4_vton_renders\labrador\00053_stage4_vton_L.png
117,00054,Labrador Retriever,95.7,23.8,76.3,XL,0.967,Good Fit,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_1_3d_meshes\labrador\00054_stage1_mesh.obj,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_2_depth_maps\labrador\00054_stage2_depth.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_3_anatomical_masks\labrador\00054_stage3_mask_XL.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_4_vton_renders\labrador\00054_stage4_vton_XL.png
118,00055,Labrador Retriever,95.0,135.7,77.7,XL,0.96,Good Fit,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_1_3d_meshes\labrador\00055_stage1_mesh.obj,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_2_depth_maps\labrador\00055_stage2_depth.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_3_anatomical_masks\labrador\00055_stage3_mask_XL.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_4_vton_renders\labrador\00055_stage4_vton_XL.png
119,00056,Labrador Retriever,91.6,74.2,65.2,L,1.065,Tight,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_1_3d_meshes\labrador\00056_stage1_mesh.obj,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_2_depth_maps\labrador\00056_stage2_depth.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_3_anatomical_masks\labrador\00056_stage3_mask_L.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_4_vton_renders\labrador\00056_stage4_vton_L.png
120,00057,Labrador Retriever,96.0,33.2,66.0,XL,0.97,Good Fit,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_1_3d_meshes\labrador\00057_stage1_mesh.obj,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_2_depth_maps\labrador\00057_stage2_depth.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_3_anatomical_masks\labrador\00057_stage3_mask_XL.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_4_vton_renders\labrador\00057_stage4_vton_XL.png
121,00058,Labrador Retriever,87.6,40.0,71.6,L,1.019,Good Fit,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_1_3d_meshes\labrador\00058_stage1_mesh.obj,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_2_depth_maps\labrador\00058_stage2_depth.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_3_anatomical_masks\labrador\00058_stage3_mask_L.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_4_vton_renders\labrador\00058_stage4_vton_L.png
122,00059,Labrador Retriever,101.9,52.4,73.1,XL,1.029,Good Fit,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_1_3d_meshes\labrador\00059_stage1_mesh.obj,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_2_depth_maps\labrador\00059_stage2_depth.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_3_anatomical_masks\labrador\00059_stage3_mask_XL.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_4_vton_renders\labrador\00059_stage4_vton_XL.png
123,00060,Labrador Retriever,99.7,135.4,77.9,XL,1.007,Good Fit,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_1_3d_meshes\labrador\00060_stage1_mesh.obj,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_2_depth_maps\labrador\00060_stage2_depth.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_3_anatomical_masks\labrador\00060_stage3_mask_XL.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_4_vton_renders\labrador\00060_stage4_vton_XL.png
124,00061,Labrador Retriever,81.2,43.9,61.6,L,0.944,Good Fit,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_1_3d_meshes\labrador\00061_stage1_mesh.obj,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_2_depth_maps\labrador\00061_stage2_depth.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_3_anatomical_masks\labrador\00061_stage3_mask_L.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_4_vton_renders\labrador\00061_stage4_vton_L.png
125,00062,Labrador Retriever,92.0,51.3,71.7,L,1.07,Tight,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_1_3d_meshes\labrador\00062_stage1_mesh.obj,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_2_depth_maps\labrador\00062_stage2_depth.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_3_anatomical_masks\labrador\00062_stage3_mask_L.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_4_vton_renders\labrador\00062_stage4_vton_L.png
126,00063,Labrador Retriever,92.4,60.5,73.1,L,1.074,Tight,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_1_3d_meshes\labrador\00063_stage1_mesh.obj,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_2_depth_maps\labrador\00063_stage2_depth.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_3_anatomical_masks\labrador\00063_stage3_mask_L.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_4_vton_renders\labrador\00063_stage4_vton_L.png
127,00064,Labrador Retriever,91.8,50.6,65.0,L,1.067,Tight,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_1_3d_meshes\labrador\00064_stage1_mesh.obj,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_2_depth_maps\labrador\00064_stage2_depth.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_3_anatomical_masks\labrador\00064_stage3_mask_L.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_4_vton_renders\labrador\00064_stage4_vton_L.png
128,00065,Labrador Retriever,90.1,55.6,75.5,L,1.048,Good Fit,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_1_3d_meshes\labrador\00065_stage1_mesh.obj,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_2_depth_maps\labrador\00065_stage2_depth.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_3_anatomical_masks\labrador\00065_stage3_mask_L.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_4_vton_renders\labrador\00065_stage4_vton_L.png
129,00066,Labrador Retriever,85.8,58.4,77.2,L,0.998,Good Fit,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_1_3d_meshes\labrador\00066_stage1_mesh.obj,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_2_depth_maps\labrador\00066_stage2_depth.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_3_anatomical_masks\labrador\00066_stage3_mask_L.png,D:\curated_subsets_pipeline_outputs\curated_clean_sideview\stage_4_vton_renders\labrador\00066_stage4_vton_L.png
