Index,Image_ID,Breed,Chest_Girth_cm,Back_Length_cm,Withers_Height_cm,Recommended_Size,Fit_Ratio,Sizing_Verdict,3D_Mesh_OBJ_Path,VTON_Image_PNG_Path
452,golden_golden_retriever_standing_side_profile_bing_00099,Golden Retriever,142.1,44.8,68.4,XL,1.435,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_side_profile_bing_00099_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_side_profile_bing_00099_vton_XL.png
453,golden_golden_retriever_standing_side_profile_bing_00100,Golden Retriever,254.0,67.4,82.3,XL,2.566,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_side_profile_bing_00100_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_side_profile_bing_00100_vton_XL.png
454,golden_golden_retriever_standing_side_profile_bing_00101,Golden Retriever,99.3,60.7,79.3,XL,1.003,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_side_profile_bing_00101_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_side_profile_bing_00101_vton_XL.png
455,golden_golden_retriever_standing_side_profile_bing_00102,Golden Retriever,78.3,57.8,77.4,M,1.044,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_side_profile_bing_00102_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_side_profile_bing_00102_vton_M.png
456,golden_golden_retriever_standing_side_profile_bing_00103,Golden Retriever,84.1,44.9,62.2,L,0.978,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_side_profile_bing_00103_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_side_profile_bing_00103_vton_L.png
457,golden_golden_retriever_standing_side_profile_bing_00104,Golden Retriever,112.6,40.3,62.3,XL,1.137,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_side_profile_bing_00104_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_side_profile_bing_00104_vton_XL.png
458,golden_golden_retriever_standing_side_profile_bing_00105,Golden Retriever,118.1,66.0,70.8,XL,1.193,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_side_profile_bing_00105_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_side_profile_bing_00105_vton_XL.png
459,golden_golden_retriever_standing_side_profile_bing_00106,Golden Retriever,168.7,51.0,72.1,XL,1.704,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_side_profile_bing_00106_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_side_profile_bing_00106_vton_XL.png
460,golden_golden_retriever_standing_side_profile_bing_00107,Golden Retriever,77.9,54.1,81.6,M,1.039,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_side_profile_bing_00107_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_side_profile_bing_00107_vton_M.png
461,golden_golden_retriever_standing_side_profile_bing_00108,Golden Retriever,116.9,59.9,68.8,XL,1.181,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_side_profile_bing_00108_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_side_profile_bing_00108_vton_XL.png
462,golden_golden_retriever_standing_side_profile_bing_00109,Golden Retriever,99.4,59.1,80.8,XL,1.004,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_side_profile_bing_00109_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_side_profile_bing_00109_vton_XL.png
463,golden_golden_retriever_standing_side_profile_bing_00110,Golden Retriever,87.7,50.4,65.9,L,1.02,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_side_profile_bing_00110_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_side_profile_bing_00110_vton_L.png
464,golden_golden_retriever_standing_side_profile_bing_00111,Golden Retriever,89.6,52.8,70.9,L,1.042,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_side_profile_bing_00111_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_side_profile_bing_00111_vton_L.png
465,golden_golden_retriever_standing_side_profile_bing_00112,Golden Retriever,86.2,55.8,77.9,L,1.002,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_side_profile_bing_00112_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_side_profile_bing_00112_vton_L.png
466,golden_golden_retriever_standing_side_profile_bing_00113,Golden Retriever,85.1,130.7,64.6,L,0.99,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_side_profile_bing_00113_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_side_profile_bing_00113_vton_L.png
467,labrador_labrador_dog_show_bing_00000,Labrador Retriever,79.4,36.7,66.9,M,1.059,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00000_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00000_vton_M.png
468,labrador_labrador_dog_show_bing_00001,Labrador Retriever,79.5,109.3,59.6,M,1.06,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00001_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00001_vton_M.png
469,labrador_labrador_dog_show_bing_00002,Labrador Retriever,87.8,45.6,65.4,L,1.021,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00002_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00002_vton_L.png
470,labrador_labrador_dog_show_bing_00003,Labrador Retriever,95.0,55.2,62.2,XL,0.96,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00003_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00003_vton_XL.png
471,labrador_labrador_dog_show_bing_00004,Labrador Retriever,94.0,141.3,49.0,XL,0.949,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00004_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00004_vton_XL.png
472,labrador_labrador_dog_show_bing_00005,Labrador Retriever,82.9,57.2,60.0,L,0.964,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00005_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00005_vton_L.png
473,labrador_labrador_dog_show_bing_00006,Labrador Retriever,81.6,119.8,63.3,L,0.949,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00006_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00006_vton_L.png
474,labrador_labrador_dog_show_bing_00007,Labrador Retriever,96.9,55.2,67.3,XL,0.979,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00007_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00007_vton_XL.png
475,labrador_labrador_dog_show_bing_00008,Labrador Retriever,87.2,42.4,72.9,L,1.014,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00008_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00008_vton_L.png
476,labrador_labrador_dog_show_bing_00009,Labrador Retriever,89.7,40.4,62.9,L,1.043,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00009_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00009_vton_L.png
477,labrador_labrador_dog_show_bing_00010,Labrador Retriever,94.0,110.8,88.1,XL,0.949,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00010_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00010_vton_XL.png
478,labrador_labrador_dog_show_bing_00011,Labrador Retriever,106.9,59.2,66.6,XL,1.08,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00011_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00011_vton_XL.png
479,labrador_labrador_dog_show_bing_00012,Labrador Retriever,88.0,36.8,64.8,L,1.023,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00012_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00012_vton_L.png
480,labrador_labrador_dog_show_bing_00013,Labrador Retriever,101.7,54.1,64.9,XL,1.027,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00013_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00013_vton_XL.png
481,labrador_labrador_dog_show_bing_00014,Labrador Retriever,97.8,49.7,70.5,XL,0.988,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00014_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00014_vton_XL.png
482,labrador_labrador_dog_show_bing_00015,Labrador Retriever,79.0,44.7,66.2,M,1.053,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00015_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00015_vton_M.png
483,labrador_labrador_dog_show_bing_00016,Labrador Retriever,84.9,47.7,72.0,L,0.987,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00016_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00016_vton_L.png
484,labrador_labrador_dog_show_bing_00017,Labrador Retriever,80.6,108.7,60.5,L,0.937,Loose,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00017_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00017_vton_L.png
485,labrador_labrador_dog_show_bing_00018,Labrador Retriever,89.8,26.4,64.4,L,1.044,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00018_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00018_vton_L.png
486,labrador_labrador_dog_show_bing_00019,Labrador Retriever,90.3,43.7,64.0,L,1.05,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00019_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00019_vton_L.png
487,labrador_labrador_dog_show_bing_00020,Labrador Retriever,81.5,62.6,72.1,L,0.948,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00020_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00020_vton_L.png
488,labrador_labrador_dog_show_bing_00021,Labrador Retriever,168.6,54.1,67.8,XL,1.703,Tight,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00021_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00021_vton_XL.png
489,labrador_labrador_dog_show_bing_00022,Labrador Retriever,99.0,52.0,73.9,XL,1.0,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00022_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00022_vton_XL.png
490,labrador_labrador_dog_show_bing_00023,Labrador Retriever,89.9,43.8,71.2,L,1.045,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00023_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00023_vton_L.png
491,labrador_labrador_dog_show_bing_00024,Labrador Retriever,120.4,25.6,78.8,XL,1.216,Tight,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00024_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00024_vton_XL.png
492,labrador_labrador_dog_show_bing_00025,Labrador Retriever,91.0,4.3,84.7,L,1.058,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00025_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00025_vton_L.png
493,labrador_labrador_dog_show_bing_00026,Labrador Retriever,79.8,108.9,52.4,M,1.064,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00026_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00026_vton_M.png
494,labrador_labrador_dog_show_bing_00027,Labrador Retriever,82.3,5.4,66.4,L,0.957,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00027_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00027_vton_L.png
495,labrador_labrador_dog_show_bing_00028,Labrador Retriever,79.6,50.6,74.4,M,1.061,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00028_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00028_vton_M.png
496,labrador_labrador_dog_show_bing_00029,Labrador Retriever,87.1,39.7,85.1,L,1.013,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00029_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00029_vton_L.png
497,labrador_labrador_dog_show_bing_00030,Labrador Retriever,128.5,46.5,71.3,XL,1.298,Tight,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00030_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00030_vton_XL.png
498,labrador_labrador_dog_show_bing_00031,Labrador Retriever,73.5,48.8,61.5,M,0.98,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00031_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00031_vton_M.png
499,labrador_labrador_dog_show_bing_00032,Labrador Retriever,78.3,48.4,65.7,M,1.044,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00032_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00032_vton_M.png
500,labrador_labrador_dog_show_bing_00033,Labrador Retriever,71.5,59.8,81.3,M,0.953,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00033_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00033_vton_M.png
501,labrador_labrador_dog_show_bing_00034,Labrador Retriever,123.5,127.5,82.0,XL,1.247,Tight,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00034_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00034_vton_XL.png
502,labrador_labrador_dog_show_bing_00035,Labrador Retriever,81.8,39.1,64.6,L,0.951,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00035_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00035_vton_L.png
503,labrador_labrador_dog_show_bing_00036,Labrador Retriever,78.2,48.9,65.5,M,1.043,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00036_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00036_vton_M.png
504,labrador_labrador_dog_show_bing_00037,Labrador Retriever,78.0,54.7,64.0,M,1.04,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00037_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00037_vton_M.png
505,labrador_labrador_dog_show_bing_00038,Labrador Retriever,87.7,51.1,70.6,L,1.02,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00038_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00038_vton_L.png
506,labrador_labrador_dog_show_bing_00039,Labrador Retriever,157.3,78.7,73.1,XL,1.589,Tight,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00039_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00039_vton_XL.png
507,labrador_labrador_dog_show_bing_00040,Labrador Retriever,80.6,49.1,66.4,L,0.937,Loose,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00040_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00040_vton_L.png
508,labrador_labrador_dog_show_bing_00041,Labrador Retriever,80.6,112.2,68.5,L,0.937,Loose,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00041_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00041_vton_L.png
509,labrador_labrador_dog_show_bing_00042,Labrador Retriever,70.2,47.1,56.6,M,0.936,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00042_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00042_vton_M.png
510,labrador_labrador_dog_show_bing_00043,Labrador Retriever,92.0,41.2,67.2,L,1.07,Tight,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00043_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00043_vton_L.png
511,labrador_labrador_dog_show_bing_00044,Labrador Retriever,107.1,43.0,65.4,XL,1.082,Tight,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00044_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00044_vton_XL.png
512,labrador_labrador_dog_show_bing_00045,Labrador Retriever,87.0,42.4,64.9,L,1.012,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00045_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00045_vton_L.png
513,labrador_labrador_dog_show_bing_00046,Labrador Retriever,82.8,53.1,70.0,L,0.963,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00046_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00046_vton_L.png
514,labrador_labrador_dog_show_bing_00047,Labrador Retriever,84.6,113.2,69.0,L,0.984,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00047_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00047_vton_L.png
515,labrador_labrador_dog_show_bing_00048,Labrador Retriever,112.5,60.5,56.7,XL,1.136,Tight,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00048_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00048_vton_XL.png
516,labrador_labrador_dog_show_bing_00049,Labrador Retriever,109.5,4.2,57.3,XL,1.106,Tight,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00049_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00049_vton_XL.png
517,labrador_labrador_dog_show_bing_00050,Labrador Retriever,91.5,52.7,55.1,L,1.064,Tight,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00050_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00050_vton_L.png
518,labrador_labrador_dog_show_bing_00051,Labrador Retriever,98.7,51.3,70.4,XL,0.997,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00051_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00051_vton_XL.png
519,labrador_labrador_dog_show_bing_00052,Labrador Retriever,77.8,51.3,69.3,M,1.037,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00052_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00052_vton_M.png
520,labrador_labrador_dog_show_bing_00053,Labrador Retriever,79.7,34.4,64.9,M,1.063,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00053_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00053_vton_M.png
521,labrador_labrador_dog_show_bing_00054,Labrador Retriever,153.6,50.0,71.8,XL,1.552,Tight,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00054_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00054_vton_XL.png
522,labrador_labrador_dog_show_bing_00055,Labrador Retriever,110.6,46.5,74.8,XL,1.117,Tight,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00055_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00055_vton_XL.png
523,labrador_labrador_dog_show_bing_00056,Labrador Retriever,102.5,60.9,66.3,XL,1.035,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00056_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00056_vton_XL.png
524,labrador_labrador_dog_show_bing_00057,Labrador Retriever,83.5,50.6,60.7,L,0.971,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00057_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00057_vton_L.png
525,labrador_labrador_dog_show_bing_00058,Labrador Retriever,90.4,42.4,60.4,L,1.051,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00058_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00058_vton_L.png
526,labrador_labrador_dog_show_bing_00059,Labrador Retriever,84.1,55.9,79.5,L,0.978,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00059_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00059_vton_L.png
527,labrador_labrador_dog_show_bing_00060,Labrador Retriever,89.5,44.9,60.5,L,1.041,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00060_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00060_vton_L.png
528,labrador_labrador_dog_show_bing_00061,Labrador Retriever,90.9,47.6,67.1,L,1.057,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00061_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00061_vton_L.png
529,labrador_labrador_dog_show_bing_00062,Labrador Retriever,80.4,45.0,71.1,M,1.072,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00062_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00062_vton_M.png
530,labrador_labrador_dog_show_bing_00063,Labrador Retriever,91.8,39.6,57.6,L,1.067,Tight,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00063_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00063_vton_L.png
531,labrador_labrador_dog_show_bing_00064,Labrador Retriever,89.6,91.8,62.4,L,1.042,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00064_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00064_vton_L.png
532,labrador_labrador_dog_show_bing_00065,Labrador Retriever,131.6,45.4,59.8,XL,1.329,Tight,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00065_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00065_vton_XL.png
533,labrador_labrador_dog_show_bing_00066,Labrador Retriever,91.4,112.7,60.3,L,1.063,Tight,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_dog_show_bing_00066_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_dog_show_bing_00066_vton_L.png
