Index,Image_ID,Breed,Chest_Girth_cm,Back_Length_cm,Withers_Height_cm,Recommended_Size,Fit_Ratio,Sizing_Verdict,3D_Mesh_OBJ_Path,VTON_Image_PNG_Path
79,golden_golden_retriever_dog_show_bing_00078,Golden Retriever,125.7,51.4,66.4,XL,1.27,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_dog_show_bing_00078_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_dog_show_bing_00078_vton_XL.png
80,golden_golden_retriever_dog_show_bing_00079,Golden Retriever,76.5,58.4,73.3,M,1.02,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_dog_show_bing_00079_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_dog_show_bing_00079_vton_M.png
81,golden_golden_retriever_dog_show_bing_00080,Golden Retriever,85.0,99.7,78.3,L,0.988,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_dog_show_bing_00080_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_dog_show_bing_00080_vton_L.png
82,golden_golden_retriever_dog_show_bing_00081,Golden Retriever,78.1,123.1,74.6,M,1.041,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_dog_show_bing_00081_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_dog_show_bing_00081_vton_M.png
83,golden_golden_retriever_dog_show_bing_00082,Golden Retriever,80.4,80.5,67.6,M,1.072,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_dog_show_bing_00082_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_dog_show_bing_00082_vton_M.png
84,golden_golden_retriever_dog_show_bing_00083,Golden Retriever,85.0,104.3,67.1,L,0.988,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_dog_show_bing_00083_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_dog_show_bing_00083_vton_L.png
85,golden_golden_retriever_dog_show_bing_00084,Golden Retriever,95.1,53.3,75.7,XL,0.961,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_dog_show_bing_00084_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_dog_show_bing_00084_vton_XL.png
86,golden_golden_retriever_dog_show_bing_00085,Golden Retriever,90.5,50.8,83.1,L,1.052,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_dog_show_bing_00085_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_dog_show_bing_00085_vton_L.png
87,golden_golden_retriever_dog_show_bing_00086,Golden Retriever,106.7,49.2,67.6,XL,1.078,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_dog_show_bing_00086_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_dog_show_bing_00086_vton_XL.png
88,golden_golden_retriever_dog_show_bing_00087,Golden Retriever,88.5,58.7,77.5,L,1.029,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_dog_show_bing_00087_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_dog_show_bing_00087_vton_L.png
89,golden_golden_retriever_dog_show_bing_00088,Golden Retriever,115.5,60.4,55.5,XL,1.167,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_dog_show_bing_00088_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_dog_show_bing_00088_vton_XL.png
90,golden_golden_retriever_dog_show_bing_00089,Golden Retriever,118.8,96.1,72.0,XL,1.2,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_dog_show_bing_00089_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_dog_show_bing_00089_vton_XL.png
91,golden_golden_retriever_dog_show_bing_00090,Golden Retriever,87.3,47.2,73.5,L,1.015,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_dog_show_bing_00090_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_dog_show_bing_00090_vton_L.png
92,golden_golden_retriever_dog_show_bing_00091,Golden Retriever,84.5,47.9,66.7,L,0.983,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_dog_show_bing_00091_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_dog_show_bing_00091_vton_L.png
93,golden_golden_retriever_dog_show_bing_00092,Golden Retriever,87.2,50.9,69.3,L,1.014,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_dog_show_bing_00092_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_dog_show_bing_00092_vton_L.png
94,golden_golden_retriever_dog_show_bing_00093,Golden Retriever,99.3,39.6,54.4,XL,1.003,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_dog_show_bing_00093_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_dog_show_bing_00093_vton_XL.png
95,golden_golden_retriever_dog_show_bing_00094,Golden Retriever,79.5,41.4,60.9,M,1.06,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_dog_show_bing_00094_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_dog_show_bing_00094_vton_M.png
96,golden_golden_retriever_dog_show_bing_00095,Golden Retriever,84.6,52.5,64.6,L,0.984,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_dog_show_bing_00095_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_dog_show_bing_00095_vton_L.png
97,golden_golden_retriever_dog_show_bing_00096,Golden Retriever,81.2,26.6,70.1,L,0.944,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_dog_show_bing_00096_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_dog_show_bing_00096_vton_L.png
98,golden_golden_retriever_dog_show_bing_00097,Golden Retriever,90.9,54.7,71.0,L,1.057,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_dog_show_bing_00097_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_dog_show_bing_00097_vton_L.png
99,golden_golden_retriever_dog_show_bing_00098,Golden Retriever,77.6,59.2,67.9,M,1.035,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_dog_show_bing_00098_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_dog_show_bing_00098_vton_M.png
100,golden_golden_retriever_dog_show_bing_00099,Golden Retriever,93.4,112.3,86.8,XL,0.943,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_dog_show_bing_00099_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_dog_show_bing_00099_vton_XL.png
101,golden_golden_retriever_dog_show_bing_00100,Golden Retriever,83.9,50.3,61.9,L,0.976,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_dog_show_bing_00100_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_dog_show_bing_00100_vton_L.png
102,golden_golden_retriever_dog_show_bing_00101,Golden Retriever,117.6,60.7,65.1,XL,1.188,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_dog_show_bing_00101_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_dog_show_bing_00101_vton_XL.png
103,golden_golden_retriever_dog_show_bing_00102,Golden Retriever,86.6,59.8,79.8,L,1.007,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_dog_show_bing_00102_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_dog_show_bing_00102_vton_L.png
104,golden_golden_retriever_side_view_bing_00000,Golden Retriever,82.5,58.7,78.2,L,0.959,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_side_view_bing_00000_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_side_view_bing_00000_vton_L.png
105,golden_golden_retriever_side_view_bing_00001,Golden Retriever,86.2,60.6,80.1,L,1.002,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_side_view_bing_00001_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_side_view_bing_00001_vton_L.png
106,golden_golden_retriever_side_view_bing_00002,Golden Retriever,106.5,44.3,82.8,XL,1.076,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_side_view_bing_00002_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_side_view_bing_00002_vton_XL.png
107,golden_golden_retriever_side_view_bing_00003,Golden Retriever,91.3,56.7,73.1,L,1.062,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_side_view_bing_00003_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_side_view_bing_00003_vton_L.png
108,golden_golden_retriever_side_view_bing_00004,Golden Retriever,85.9,58.2,77.5,L,0.999,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_side_view_bing_00004_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_side_view_bing_00004_vton_L.png
109,golden_golden_retriever_side_view_bing_00005,Golden Retriever,83.6,59.3,76.7,L,0.972,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_side_view_bing_00005_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_side_view_bing_00005_vton_L.png
110,golden_golden_retriever_side_view_bing_00006,Golden Retriever,105.5,123.1,72.0,XL,1.066,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_side_view_bing_00006_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_side_view_bing_00006_vton_XL.png
111,golden_golden_retriever_side_view_bing_00007,Golden Retriever,80.3,48.7,73.7,M,1.071,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_side_view_bing_00007_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_side_view_bing_00007_vton_M.png
112,golden_golden_retriever_side_view_bing_00008,Golden Retriever,110.1,48.4,65.9,XL,1.112,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_side_view_bing_00008_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_side_view_bing_00008_vton_XL.png
113,golden_golden_retriever_side_view_bing_00009,Golden Retriever,86.2,55.9,72.0,L,1.002,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_side_view_bing_00009_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_side_view_bing_00009_vton_L.png
114,golden_golden_retriever_side_view_bing_00010,Golden Retriever,90.0,47.0,69.2,L,1.047,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_side_view_bing_00010_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_side_view_bing_00010_vton_L.png
115,golden_golden_retriever_side_view_bing_00011,Golden Retriever,105.7,24.4,61.0,XL,1.068,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_side_view_bing_00011_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_side_view_bing_00011_vton_XL.png
116,golden_golden_retriever_side_view_bing_00012,Golden Retriever,98.4,31.1,59.6,XL,0.994,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_side_view_bing_00012_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_side_view_bing_00012_vton_XL.png
117,golden_golden_retriever_side_view_bing_00013,Golden Retriever,83.3,51.1,64.9,L,0.969,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_side_view_bing_00013_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_side_view_bing_00013_vton_L.png
118,golden_golden_retriever_side_view_bing_00014,Golden Retriever,88.8,60.5,69.4,L,1.033,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_side_view_bing_00014_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_side_view_bing_00014_vton_L.png
119,golden_golden_retriever_side_view_bing_00015,Golden Retriever,103.5,44.3,73.2,XL,1.045,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_side_view_bing_00015_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_side_view_bing_00015_vton_XL.png
120,golden_golden_retriever_side_view_bing_00016,Golden Retriever,81.3,59.1,81.5,L,0.945,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_side_view_bing_00016_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_side_view_bing_00016_vton_L.png
121,golden_golden_retriever_side_view_bing_00017,Golden Retriever,206.8,95.0,80.9,XL,2.089,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_side_view_bing_00017_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_side_view_bing_00017_vton_XL.png
122,golden_golden_retriever_side_view_bing_00018,Golden Retriever,85.7,55.3,84.8,L,0.997,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_side_view_bing_00018_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_side_view_bing_00018_vton_L.png
123,golden_golden_retriever_side_view_bing_00019,Golden Retriever,89.0,51.7,70.7,L,1.035,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_side_view_bing_00019_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_side_view_bing_00019_vton_L.png
124,golden_golden_retriever_side_view_bing_00020,Golden Retriever,83.3,55.2,74.5,L,0.969,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_side_view_bing_00020_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_side_view_bing_00020_vton_L.png
125,golden_golden_retriever_side_view_bing_00021,Golden Retriever,85.8,58.5,82.4,L,0.998,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_side_view_bing_00021_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_side_view_bing_00021_vton_L.png
126,golden_golden_retriever_side_view_bing_00022,Golden Retriever,112.1,49.0,60.6,XL,1.132,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_side_view_bing_00022_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_side_view_bing_00022_vton_XL.png
127,golden_golden_retriever_side_view_bing_00023,Golden Retriever,89.1,54.6,74.5,L,1.036,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_side_view_bing_00023_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_side_view_bing_00023_vton_L.png
128,golden_golden_retriever_side_view_bing_00024,Golden Retriever,144.6,55.5,74.8,XL,1.461,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_side_view_bing_00024_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_side_view_bing_00024_vton_XL.png
129,golden_golden_retriever_side_view_bing_00025,Golden Retriever,78.4,52.8,61.4,M,1.045,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_side_view_bing_00025_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_side_view_bing_00025_vton_M.png
130,golden_golden_retriever_side_view_bing_00026,Golden Retriever,85.3,64.2,88.8,L,0.992,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_side_view_bing_00026_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_side_view_bing_00026_vton_L.png
131,golden_golden_retriever_side_view_bing_00027,Golden Retriever,92.3,38.1,63.0,L,1.073,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_side_view_bing_00027_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_side_view_bing_00027_vton_L.png
132,golden_golden_retriever_side_view_bing_00028,Golden Retriever,94.6,62.5,84.0,XL,0.956,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_side_view_bing_00028_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_side_view_bing_00028_vton_XL.png
133,golden_golden_retriever_side_view_bing_00029,Golden Retriever,85.7,56.0,77.2,L,0.997,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_side_view_bing_00029_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_side_view_bing_00029_vton_L.png
134,golden_golden_retriever_side_view_bing_00030,Golden Retriever,83.7,8.1,58.7,L,0.973,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_side_view_bing_00030_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_side_view_bing_00030_vton_L.png
135,golden_golden_retriever_side_view_bing_00031,Golden Retriever,105.7,46.5,70.0,XL,1.068,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_side_view_bing_00031_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_side_view_bing_00031_vton_XL.png
136,golden_golden_retriever_side_view_bing_00032,Golden Retriever,91.2,59.2,78.9,L,1.06,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_side_view_bing_00032_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_side_view_bing_00032_vton_L.png
137,golden_golden_retriever_side_view_bing_00033,Golden Retriever,119.4,82.7,67.6,XL,1.206,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_side_view_bing_00033_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_side_view_bing_00033_vton_XL.png
138,golden_golden_retriever_side_view_bing_00034,Golden Retriever,99.5,24.3,62.1,XL,1.005,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_side_view_bing_00034_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_side_view_bing_00034_vton_XL.png
139,golden_golden_retriever_side_view_bing_00035,Golden Retriever,115.6,59.7,67.2,XL,1.168,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_side_view_bing_00035_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_side_view_bing_00035_vton_XL.png
140,golden_golden_retriever_side_view_bing_00036,Golden Retriever,91.3,44.8,65.1,L,1.062,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_side_view_bing_00036_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_side_view_bing_00036_vton_L.png
141,golden_golden_retriever_side_view_bing_00037,Golden Retriever,92.1,60.2,79.3,L,1.071,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_side_view_bing_00037_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_side_view_bing_00037_vton_L.png
142,golden_golden_retriever_side_view_bing_00038,Golden Retriever,100.5,48.0,81.6,XL,1.015,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_side_view_bing_00038_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_side_view_bing_00038_vton_XL.png
143,golden_golden_retriever_side_view_bing_00039,Golden Retriever,83.3,57.6,76.0,L,0.969,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_side_view_bing_00039_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_side_view_bing_00039_vton_L.png
144,golden_golden_retriever_side_view_bing_00040,Golden Retriever,99.0,61.5,67.4,XL,1.0,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_side_view_bing_00040_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_side_view_bing_00040_vton_XL.png
145,golden_golden_retriever_side_view_bing_00041,Golden Retriever,100.7,41.7,75.9,XL,1.017,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_side_view_bing_00041_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_side_view_bing_00041_vton_XL.png
146,golden_golden_retriever_side_view_bing_00042,Golden Retriever,94.8,48.6,57.3,XL,0.958,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_side_view_bing_00042_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_side_view_bing_00042_vton_XL.png
