Global_Index,Garment_Category,Garment_Brand_Model,Garment_Folder,Dog_ID,Breed,Chest_Girth_cm,Back_Length_cm,Withers_Height_cm,Recommended_Size,Fit_Ratio,Verdict,Clean_Tryon_File
277,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00019,Golden Retriever,83.5,52.3,71.8,L,0.971,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\golden\00019_clean_tryon.png
278,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00020,Golden Retriever,105.1,45.1,68.2,XL,1.062,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\golden\00020_clean_tryon.png
279,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00021,Golden Retriever,85.2,47.6,68.2,L,0.991,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\golden\00021_clean_tryon.png
280,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00022,Golden Retriever,83.6,52.9,59.1,L,0.972,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\golden\00022_clean_tryon.png
281,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00023,Golden Retriever,85.9,87.8,66.0,L,0.999,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\golden\00023_clean_tryon.png
282,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00024,Golden Retriever,93.4,48.2,68.2,XL,0.943,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\golden\00024_clean_tryon.png
283,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00025,Golden Retriever,93.3,123.9,64.3,XL,0.942,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\golden\00025_clean_tryon.png
284,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00026,Golden Retriever,91.5,50.4,71.0,L,1.064,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\golden\00026_clean_tryon.png
285,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00027,Golden Retriever,86.4,55.1,59.4,L,1.005,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\golden\00027_clean_tryon.png
286,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00028,Golden Retriever,88.3,42.7,77.2,L,1.027,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\golden\00028_clean_tryon.png
287,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00029,Golden Retriever,148.2,35.3,57.3,XL,1.497,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\golden\00029_clean_tryon.png
288,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00030,Golden Retriever,95.9,63.2,83.3,XL,0.969,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\golden\00030_clean_tryon.png
289,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00031,Golden Retriever,90.2,37.9,60.4,L,1.049,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\golden\00031_clean_tryon.png
290,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00032,Golden Retriever,82.8,23.7,59.4,L,0.963,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\golden\00032_clean_tryon.png
291,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00033,Golden Retriever,104.3,58.8,80.9,XL,1.054,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\golden\00033_clean_tryon.png
292,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00034,Golden Retriever,93.3,59.6,80.0,XL,0.942,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\golden\00034_clean_tryon.png
293,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00035,Golden Retriever,100.0,111.8,85.9,XL,1.01,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\golden\00035_clean_tryon.png
294,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00036,Golden Retriever,134.9,112.0,85.8,XL,1.363,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\golden\00036_clean_tryon.png
295,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00037,Golden Retriever,93.7,19.9,60.5,XL,0.946,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\golden\00037_clean_tryon.png
296,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00038,Golden Retriever,86.3,60.0,74.4,L,1.003,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\golden\00038_clean_tryon.png
297,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00039,Golden Retriever,87.4,49.1,69.4,L,1.016,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\golden\00039_clean_tryon.png
298,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00040,Golden Retriever,100.0,61.8,77.9,XL,1.01,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\golden\00040_clean_tryon.png
299,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00041,Golden Retriever,95.3,139.9,87.9,XL,0.963,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\golden\00041_clean_tryon.png
300,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00042,Golden Retriever,81.8,53.3,62.4,L,0.951,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\golden\00042_clean_tryon.png
301,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00043,Golden Retriever,119.0,48.9,78.6,XL,1.202,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\golden\00043_clean_tryon.png
302,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00044,Golden Retriever,82.3,54.2,73.3,L,0.957,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\golden\00044_clean_tryon.png
303,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00045,Golden Retriever,88.9,135.7,90.6,L,1.034,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\golden\00045_clean_tryon.png
304,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00046,Golden Retriever,118.5,66.7,69.4,XL,1.197,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\golden\00046_clean_tryon.png
305,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00047,Golden Retriever,71.5,42.7,59.7,M,0.953,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\golden\00047_clean_tryon.png
306,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00048,Golden Retriever,100.3,55.9,83.0,XL,1.013,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\golden\00048_clean_tryon.png
307,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00049,Golden Retriever,116.7,56.3,74.7,XL,1.179,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\golden\00049_clean_tryon.png
308,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00050,Golden Retriever,90.7,52.9,72.1,L,1.055,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\golden\00050_clean_tryon.png
309,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00051,Golden Retriever,95.4,49.5,61.6,XL,0.964,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\golden\00051_clean_tryon.png
310,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00052,Golden Retriever,96.7,48.3,70.0,XL,0.977,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\golden\00052_clean_tryon.png
311,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00053,Golden Retriever,87.1,109.0,68.4,L,1.013,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\golden\00053_clean_tryon.png
312,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00054,Golden Retriever,99.1,52.7,72.6,XL,1.001,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\golden\00054_clean_tryon.png
313,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00055,Golden Retriever,91.3,23.9,79.0,L,1.062,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\golden\00055_clean_tryon.png
314,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00056,Golden Retriever,102.4,57.5,80.0,XL,1.034,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\golden\00056_clean_tryon.png
315,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00057,Golden Retriever,81.8,46.1,62.1,L,0.951,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\golden\00057_clean_tryon.png
316,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00058,Golden Retriever,65.5,56.7,76.8,S,1.048,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\golden\00058_clean_tryon.png
317,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00059,Golden Retriever,87.6,42.4,71.2,L,1.019,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\golden\00059_clean_tryon.png
318,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00060,Golden Retriever,85.0,56.6,76.2,L,0.988,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\golden\00060_clean_tryon.png
319,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00061,Golden Retriever,91.8,56.1,84.7,L,1.067,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\golden\00061_clean_tryon.png
320,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00062,Golden Retriever,100.5,61.8,84.4,XL,1.015,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\golden\00062_clean_tryon.png
321,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00063,Golden Retriever,94.1,21.1,78.4,XL,0.951,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\golden\00063_clean_tryon.png
322,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00001,Labrador Retriever,85.8,103.0,75.8,L,0.998,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\labrador\00001_clean_tryon.png
323,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00002,Labrador Retriever,96.8,51.5,67.9,XL,0.978,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\labrador\00002_clean_tryon.png
324,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00003,Labrador Retriever,97.9,54.3,64.1,XL,0.989,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\labrador\00003_clean_tryon.png
325,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00004,Labrador Retriever,91.8,52.7,75.8,L,1.067,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\labrador\00004_clean_tryon.png
326,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00005,Labrador Retriever,76.7,47.6,68.4,M,1.023,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\labrador\00005_clean_tryon.png
327,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00006,Labrador Retriever,88.8,7.8,60.8,L,1.033,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\labrador\00006_clean_tryon.png
328,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00007,Labrador Retriever,80.8,52.3,69.1,L,0.94,Loose,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\labrador\00007_clean_tryon.png
329,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00008,Labrador Retriever,78.7,21.2,89.4,M,1.049,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\labrador\00008_clean_tryon.png
330,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00009,Labrador Retriever,92.6,42.5,66.8,XL,0.935,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\labrador\00009_clean_tryon.png
331,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00010,Labrador Retriever,134.5,51.0,68.2,XL,1.359,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\labrador\00010_clean_tryon.png
332,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00011,Labrador Retriever,99.0,61.2,80.3,XL,1.0,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\labrador\00011_clean_tryon.png
333,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00012,Labrador Retriever,94.6,59.4,79.9,XL,0.956,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\labrador\00012_clean_tryon.png
334,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00013,Labrador Retriever,91.4,39.6,51.1,L,1.063,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\labrador\00013_clean_tryon.png
335,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00014,Labrador Retriever,89.7,49.6,81.1,L,1.043,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\labrador\00014_clean_tryon.png
336,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00015,Labrador Retriever,113.0,50.4,71.4,XL,1.141,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\labrador\00015_clean_tryon.png
337,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00016,Labrador Retriever,96.5,58.5,76.9,XL,0.975,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\labrador\00016_clean_tryon.png
338,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00017,Labrador Retriever,97.2,60.1,80.4,XL,0.982,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\labrador\00017_clean_tryon.png
339,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00018,Labrador Retriever,94.9,62.0,80.2,XL,0.959,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\labrador\00018_clean_tryon.png
340,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00019,Labrador Retriever,96.8,39.5,70.6,XL,0.978,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\labrador\00019_clean_tryon.png
341,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00020,Labrador Retriever,86.3,55.5,68.4,L,1.003,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\labrador\00020_clean_tryon.png
342,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00021,Labrador Retriever,92.9,18.4,68.3,XL,0.938,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\labrador\00021_clean_tryon.png
343,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00022,Labrador Retriever,85.8,48.4,69.8,L,0.998,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\labrador\00022_clean_tryon.png
344,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00023,Labrador Retriever,89.7,128.9,63.7,L,1.043,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\labrador\00023_clean_tryon.png
345,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00024,Labrador Retriever,90.7,55.2,73.1,L,1.055,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\labrador\00024_clean_tryon.png
346,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00025,Labrador Retriever,101.2,40.0,69.1,XL,1.022,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\labrador\00025_clean_tryon.png
347,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00026,Labrador Retriever,91.5,53.6,72.3,L,1.064,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\labrador\00026_clean_tryon.png
348,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00027,Labrador Retriever,86.5,51.0,72.4,L,1.006,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\labrador\00027_clean_tryon.png
349,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00028,Labrador Retriever,85.5,53.9,79.5,L,0.994,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\labrador\00028_clean_tryon.png
