Global_Index,Garment_Category,Garment_Brand_Model,Garment_Folder,Dog_ID,Breed,Chest_Girth_cm,Back_Length_cm,Withers_Height_cm,Recommended_Size,Fit_Ratio,Verdict,Clean_Tryon_File
383,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00062,Labrador Retriever,92.0,51.3,71.7,L,1.07,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\labrador\00062_clean_tryon.png
384,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00063,Labrador Retriever,92.4,60.5,73.1,L,1.074,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\labrador\00063_clean_tryon.png
385,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00064,Labrador Retriever,91.8,50.6,65.0,L,1.067,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\labrador\00064_clean_tryon.png
386,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00065,Labrador Retriever,90.1,55.6,75.5,L,1.048,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\labrador\00065_clean_tryon.png
387,All-Day Padded Harness,Ruffwear Front Range Harness (Red),03_all_day_padded_harness_ruffwear_red,00066,Labrador Retriever,85.8,58.4,77.2,L,0.998,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\03_all_day_padded_harness_ruffwear_red\labrador\00066_clean_tryon.png
388,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00001,Golden Retriever,83.9,61.8,58.5,L,0.976,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00001_clean_tryon.png
389,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00002,Golden Retriever,102.9,56.7,78.7,XL,1.039,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00002_clean_tryon.png
390,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00003,Golden Retriever,93.2,47.2,75.4,XL,0.941,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00003_clean_tryon.png
391,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00004,Golden Retriever,80.0,44.9,68.4,M,1.067,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00004_clean_tryon.png
392,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00005,Golden Retriever,86.4,44.9,69.1,L,1.005,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00005_clean_tryon.png
393,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00006,Golden Retriever,80.8,82.9,57.0,L,0.94,Loose,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00006_clean_tryon.png
394,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00007,Golden Retriever,82.9,41.5,74.2,L,0.964,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00007_clean_tryon.png
395,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00008,Golden Retriever,91.3,47.8,47.5,L,1.062,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00008_clean_tryon.png
396,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00009,Golden Retriever,97.4,42.3,81.7,XL,0.984,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00009_clean_tryon.png
397,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00010,Golden Retriever,89.5,52.9,66.6,L,1.041,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00010_clean_tryon.png
398,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00011,Golden Retriever,119.3,50.9,69.8,XL,1.205,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00011_clean_tryon.png
399,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00012,Golden Retriever,84.7,58.8,75.3,L,0.985,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00012_clean_tryon.png
400,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00013,Golden Retriever,89.7,45.7,67.7,L,1.043,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00013_clean_tryon.png
401,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00014,Golden Retriever,88.2,56.7,76.9,L,1.026,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00014_clean_tryon.png
402,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00015,Golden Retriever,155.4,46.2,66.0,XL,1.57,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00015_clean_tryon.png
403,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00016,Golden Retriever,77.9,64.8,66.4,M,1.039,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00016_clean_tryon.png
404,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00017,Golden Retriever,157.2,45.5,67.1,XL,1.588,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00017_clean_tryon.png
405,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00018,Golden Retriever,96.8,59.8,78.3,XL,0.978,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00018_clean_tryon.png
406,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00019,Golden Retriever,83.5,52.3,71.8,L,0.971,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00019_clean_tryon.png
407,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00020,Golden Retriever,105.1,45.1,68.2,XL,1.062,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00020_clean_tryon.png
408,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00021,Golden Retriever,85.2,47.6,68.2,L,0.991,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00021_clean_tryon.png
409,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00022,Golden Retriever,83.6,52.9,59.1,L,0.972,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00022_clean_tryon.png
410,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00023,Golden Retriever,85.9,87.8,66.0,L,0.999,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00023_clean_tryon.png
411,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00024,Golden Retriever,93.4,48.2,68.2,XL,0.943,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00024_clean_tryon.png
412,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00025,Golden Retriever,93.3,123.9,64.3,XL,0.942,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00025_clean_tryon.png
413,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00026,Golden Retriever,91.5,50.4,71.0,L,1.064,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00026_clean_tryon.png
414,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00027,Golden Retriever,86.4,55.1,59.4,L,1.005,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00027_clean_tryon.png
415,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00028,Golden Retriever,88.3,42.7,77.2,L,1.027,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00028_clean_tryon.png
416,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00029,Golden Retriever,148.2,35.3,57.3,XL,1.497,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00029_clean_tryon.png
417,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00030,Golden Retriever,95.9,63.2,83.3,XL,0.969,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00030_clean_tryon.png
418,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00031,Golden Retriever,90.2,37.9,60.4,L,1.049,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00031_clean_tryon.png
419,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00032,Golden Retriever,82.8,23.7,59.4,L,0.963,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00032_clean_tryon.png
420,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00033,Golden Retriever,104.3,58.8,80.9,XL,1.054,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00033_clean_tryon.png
421,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00034,Golden Retriever,93.3,59.6,80.0,XL,0.942,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00034_clean_tryon.png
422,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00035,Golden Retriever,100.0,111.8,85.9,XL,1.01,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00035_clean_tryon.png
423,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00036,Golden Retriever,134.9,112.0,85.8,XL,1.363,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00036_clean_tryon.png
424,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00037,Golden Retriever,93.7,19.9,60.5,XL,0.946,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00037_clean_tryon.png
425,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00038,Golden Retriever,86.3,60.0,74.4,L,1.003,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00038_clean_tryon.png
426,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00039,Golden Retriever,87.4,49.1,69.4,L,1.016,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00039_clean_tryon.png
427,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00040,Golden Retriever,100.0,61.8,77.9,XL,1.01,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00040_clean_tryon.png
428,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00041,Golden Retriever,95.3,139.9,87.9,XL,0.963,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00041_clean_tryon.png
429,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00042,Golden Retriever,81.8,53.3,62.4,L,0.951,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00042_clean_tryon.png
430,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00043,Golden Retriever,119.0,48.9,78.6,XL,1.202,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00043_clean_tryon.png
431,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00044,Golden Retriever,82.3,54.2,73.3,L,0.957,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00044_clean_tryon.png
432,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00045,Golden Retriever,88.9,135.7,90.6,L,1.034,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00045_clean_tryon.png
433,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00046,Golden Retriever,118.5,66.7,69.4,XL,1.197,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00046_clean_tryon.png
434,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00047,Golden Retriever,71.5,42.7,59.7,M,0.953,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00047_clean_tryon.png
435,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00048,Golden Retriever,100.3,55.9,83.0,XL,1.013,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00048_clean_tryon.png
436,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00049,Golden Retriever,116.7,56.3,74.7,XL,1.179,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00049_clean_tryon.png
437,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00050,Golden Retriever,90.7,52.9,72.1,L,1.055,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00050_clean_tryon.png
438,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00051,Golden Retriever,95.4,49.5,61.6,XL,0.964,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00051_clean_tryon.png
439,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00052,Golden Retriever,96.7,48.3,70.0,XL,0.977,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00052_clean_tryon.png
440,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00053,Golden Retriever,87.1,109.0,68.4,L,1.013,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00053_clean_tryon.png
441,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00054,Golden Retriever,99.1,52.7,72.6,XL,1.001,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00054_clean_tryon.png
442,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00055,Golden Retriever,91.3,23.9,79.0,L,1.062,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00055_clean_tryon.png
443,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00056,Golden Retriever,102.4,57.5,80.0,XL,1.034,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00056_clean_tryon.png
444,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00057,Golden Retriever,81.8,46.1,62.1,L,0.951,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00057_clean_tryon.png
445,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00058,Golden Retriever,65.5,56.7,76.8,S,1.048,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00058_clean_tryon.png
446,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00059,Golden Retriever,87.6,42.4,71.2,L,1.019,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00059_clean_tryon.png
447,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00060,Golden Retriever,85.0,56.6,76.2,L,0.988,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00060_clean_tryon.png
448,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00061,Golden Retriever,91.8,56.1,84.7,L,1.067,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00061_clean_tryon.png
449,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00062,Golden Retriever,100.5,61.8,84.4,XL,1.015,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00062_clean_tryon.png
450,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00063,Golden Retriever,94.1,21.1,78.4,XL,0.951,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\golden\00063_clean_tryon.png
451,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00001,Labrador Retriever,85.8,103.0,75.8,L,0.998,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00001_clean_tryon.png
452,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00002,Labrador Retriever,96.8,51.5,67.9,XL,0.978,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00002_clean_tryon.png
453,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00003,Labrador Retriever,97.9,54.3,64.1,XL,0.989,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00003_clean_tryon.png
454,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00004,Labrador Retriever,91.8,52.7,75.8,L,1.067,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00004_clean_tryon.png
455,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00005,Labrador Retriever,76.7,47.6,68.4,M,1.023,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00005_clean_tryon.png
456,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00006,Labrador Retriever,88.8,7.8,60.8,L,1.033,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00006_clean_tryon.png
457,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00007,Labrador Retriever,80.8,52.3,69.1,L,0.94,Loose,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00007_clean_tryon.png
458,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00008,Labrador Retriever,78.7,21.2,89.4,M,1.049,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00008_clean_tryon.png
459,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00009,Labrador Retriever,92.6,42.5,66.8,XL,0.935,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00009_clean_tryon.png
460,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00010,Labrador Retriever,134.5,51.0,68.2,XL,1.359,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00010_clean_tryon.png
461,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00011,Labrador Retriever,99.0,61.2,80.3,XL,1.0,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00011_clean_tryon.png
462,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00012,Labrador Retriever,94.6,59.4,79.9,XL,0.956,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00012_clean_tryon.png
463,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00013,Labrador Retriever,91.4,39.6,51.1,L,1.063,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00013_clean_tryon.png
464,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00014,Labrador Retriever,89.7,49.6,81.1,L,1.043,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00014_clean_tryon.png
465,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00015,Labrador Retriever,113.0,50.4,71.4,XL,1.141,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00015_clean_tryon.png
466,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00016,Labrador Retriever,96.5,58.5,76.9,XL,0.975,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00016_clean_tryon.png
467,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00017,Labrador Retriever,97.2,60.1,80.4,XL,0.982,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00017_clean_tryon.png
