Index,Image_ID,Breed,Chest_Girth_cm,Semi_Depth_A_cm,Semi_Width_B_cm,Back_Length_cm,Height_cm,Recommended_Size,Fit_Ratio,Verdict,Stage1_3D_Mesh,Stage2_Depth,Stage3_Mask,Stage4_VTON
231,golden_golden_retriever_standing_side_profile_bing_00105,Golden Retriever,116.2,19.2,17.8,66.0,70.8,XL,1.174,Tight,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_standing_side_profile_bing_00105_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_standing_side_profile_bing_00105_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_standing_side_profile_bing_00105_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_standing_side_profile_bing_00105_stage4_vton_XL.png
232,golden_golden_retriever_standing_side_profile_bing_00106,Golden Retriever,142.2,26.7,18.2,51.0,72.1,XL,1.436,Tight,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_standing_side_profile_bing_00106_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_standing_side_profile_bing_00106_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_standing_side_profile_bing_00106_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_standing_side_profile_bing_00106_stage4_vton_XL.png
233,golden_golden_retriever_standing_side_profile_bing_00107,Golden Retriever,77.6,12.7,12.0,54.1,81.6,M,1.035,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_standing_side_profile_bing_00107_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_standing_side_profile_bing_00107_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_standing_side_profile_bing_00107_stage3_mask_M.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_standing_side_profile_bing_00107_stage4_vton_M.png
234,golden_golden_retriever_standing_side_profile_bing_00108,Golden Retriever,116.4,19.0,18.1,59.9,68.8,XL,1.176,Tight,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_standing_side_profile_bing_00108_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_standing_side_profile_bing_00108_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_standing_side_profile_bing_00108_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_standing_side_profile_bing_00108_stage4_vton_XL.png
235,golden_golden_retriever_standing_side_profile_bing_00109,Golden Retriever,97.9,15.7,15.5,59.1,80.8,XL,0.989,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_standing_side_profile_bing_00109_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_standing_side_profile_bing_00109_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_standing_side_profile_bing_00109_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_standing_side_profile_bing_00109_stage4_vton_XL.png
236,golden_golden_retriever_standing_side_profile_bing_00110,Golden Retriever,87.2,14.1,13.7,50.4,65.9,L,1.014,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_standing_side_profile_bing_00110_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_standing_side_profile_bing_00110_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_standing_side_profile_bing_00110_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_standing_side_profile_bing_00110_stage4_vton_L.png
237,golden_golden_retriever_standing_side_profile_bing_00111,Golden Retriever,89.5,14.3,14.2,52.8,70.9,L,1.041,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_standing_side_profile_bing_00111_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_standing_side_profile_bing_00111_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_standing_side_profile_bing_00111_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_standing_side_profile_bing_00111_stage4_vton_L.png
238,golden_golden_retriever_standing_side_profile_bing_00112,Golden Retriever,86.5,13.8,13.7,55.8,77.9,L,1.006,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_standing_side_profile_bing_00112_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_standing_side_profile_bing_00112_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_standing_side_profile_bing_00112_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_standing_side_profile_bing_00112_stage4_vton_L.png
239,golden_golden_retriever_standing_side_profile_bing_00113,Golden Retriever,85.8,13.7,13.6,130.7,64.6,L,0.998,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_standing_side_profile_bing_00113_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_standing_side_profile_bing_00113_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_standing_side_profile_bing_00113_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_standing_side_profile_bing_00113_stage4_vton_L.png
240,labrador_labrador_retriever_standing_side_profile_bing_00000,Labrador Retriever,122.9,24.1,14.3,49.1,66.2,XL,1.241,Tight,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00000_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00000_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00000_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00000_stage4_vton_XL.png
241,labrador_labrador_retriever_standing_side_profile_bing_00001,Labrador Retriever,98.3,16.0,15.3,53.1,76.8,XL,0.993,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00001_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00001_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00001_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00001_stage4_vton_XL.png
242,labrador_labrador_retriever_standing_side_profile_bing_00002,Labrador Retriever,98.7,16.3,15.1,46.2,83.4,XL,0.997,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00002_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00002_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00002_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00002_stage4_vton_XL.png
243,labrador_labrador_retriever_standing_side_profile_bing_00003,Labrador Retriever,92.5,15.0,14.4,47.5,68.6,L,1.076,Tight,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00003_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00003_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00003_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00003_stage4_vton_L.png
244,labrador_labrador_retriever_standing_side_profile_bing_00004,Labrador Retriever,98.1,16.0,15.2,47.1,67.8,XL,0.991,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00004_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00004_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00004_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00004_stage4_vton_XL.png
245,labrador_labrador_retriever_standing_side_profile_bing_00005,Labrador Retriever,90.1,14.4,14.3,55.6,68.5,L,1.048,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00005_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00005_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00005_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00005_stage4_vton_L.png
246,labrador_labrador_retriever_standing_side_profile_bing_00006,Labrador Retriever,88.5,14.7,13.5,62.9,84.4,L,1.029,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00006_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00006_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00006_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00006_stage4_vton_L.png
247,labrador_labrador_retriever_standing_side_profile_bing_00007,Labrador Retriever,99.1,16.1,15.4,44.2,68.5,XL,1.001,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00007_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00007_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00007_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00007_stage4_vton_XL.png
248,labrador_labrador_retriever_standing_side_profile_bing_00008,Labrador Retriever,101.1,16.2,16.0,41.6,66.6,XL,1.021,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00008_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00008_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00008_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00008_stage4_vton_XL.png
249,labrador_labrador_retriever_standing_side_profile_bing_00009,Labrador Retriever,120.8,24.8,12.7,51.5,66.7,XL,1.22,Tight,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00009_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00009_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00009_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00009_stage4_vton_XL.png
250,labrador_labrador_retriever_standing_side_profile_bing_00010,Labrador Retriever,135.0,22.3,20.6,58.7,76.7,XL,1.364,Tight,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00010_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00010_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00010_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00010_stage4_vton_XL.png
251,labrador_labrador_retriever_standing_side_profile_bing_00011,Labrador Retriever,89.2,14.3,14.1,56.0,78.9,L,1.037,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00011_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00011_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00011_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00011_stage4_vton_L.png
252,labrador_labrador_retriever_standing_side_profile_bing_00012,Labrador Retriever,87.1,15.1,12.6,42.2,88.7,L,1.013,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00012_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00012_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00012_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00012_stage4_vton_L.png
253,labrador_labrador_retriever_standing_side_profile_bing_00013,Labrador Retriever,89.0,14.8,13.5,64.0,86.4,L,1.035,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00013_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00013_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00013_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00013_stage4_vton_L.png
254,labrador_labrador_retriever_standing_side_profile_bing_00014,Labrador Retriever,96.1,15.5,15.1,58.2,75.5,XL,0.971,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00014_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00014_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00014_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00014_stage4_vton_XL.png
255,labrador_labrador_retriever_standing_side_profile_bing_00015,Labrador Retriever,93.1,15.4,14.2,59.2,83.5,XL,0.94,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00015_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00015_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00015_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00015_stage4_vton_XL.png
256,labrador_labrador_retriever_standing_side_profile_bing_00016,Labrador Retriever,91.2,14.6,14.4,43.0,62.5,L,1.06,Tight,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00016_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00016_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00016_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00016_stage4_vton_L.png
257,labrador_labrador_retriever_standing_side_profile_bing_00017,Labrador Retriever,91.8,14.8,14.4,52.8,71.8,L,1.067,Tight,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00017_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00017_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00017_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00017_stage4_vton_L.png
258,labrador_labrador_retriever_standing_side_profile_bing_00018,Labrador Retriever,100.7,16.2,15.8,54.7,77.4,XL,1.017,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00018_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00018_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00018_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00018_stage4_vton_XL.png
259,labrador_labrador_retriever_standing_side_profile_bing_00019,Labrador Retriever,92.6,15.6,13.9,53.5,73.7,XL,0.935,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00019_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00019_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00019_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00019_stage4_vton_XL.png
260,labrador_labrador_retriever_standing_side_profile_bing_00020,Labrador Retriever,91.1,14.6,14.3,57.5,75.8,L,1.059,Tight,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00020_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00020_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00020_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00020_stage4_vton_L.png
261,labrador_labrador_retriever_standing_side_profile_bing_00021,Labrador Retriever,98.5,16.2,15.2,46.6,70.3,XL,0.995,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00021_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00021_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00021_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00021_stage4_vton_XL.png
262,labrador_labrador_retriever_standing_side_profile_bing_00022,Labrador Retriever,102.4,16.9,15.7,88.5,73.0,XL,1.034,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00022_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00022_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00022_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00022_stage4_vton_XL.png
263,labrador_labrador_retriever_standing_side_profile_bing_00023,Labrador Retriever,92.3,15.5,13.8,21.0,67.6,L,1.073,Tight,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00023_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00023_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00023_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00023_stage4_vton_L.png
264,labrador_labrador_retriever_standing_side_profile_bing_00024,Labrador Retriever,84.2,13.6,13.2,55.0,73.7,L,0.979,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00024_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00024_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00024_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00024_stage4_vton_L.png
265,labrador_labrador_retriever_standing_side_profile_bing_00025,Labrador Retriever,95.1,15.5,14.7,55.8,85.8,XL,0.961,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00025_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00025_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00025_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00025_stage4_vton_XL.png
266,labrador_labrador_retriever_standing_side_profile_bing_00026,Labrador Retriever,94.8,15.5,14.7,9.1,58.2,XL,0.958,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00026_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00026_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00026_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00026_stage4_vton_XL.png
267,labrador_labrador_retriever_standing_side_profile_bing_00027,Labrador Retriever,90.1,14.4,14.3,38.8,80.5,L,1.048,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00027_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00027_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00027_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00027_stage4_vton_L.png
268,labrador_labrador_retriever_standing_side_profile_bing_00028,Labrador Retriever,93.3,15.1,14.6,57.3,76.8,XL,0.942,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00028_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00028_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00028_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00028_stage4_vton_XL.png
269,labrador_labrador_retriever_standing_side_profile_bing_00029,Labrador Retriever,103.4,16.9,16.0,35.6,52.4,XL,1.044,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00029_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00029_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00029_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00029_stage4_vton_XL.png
270,labrador_labrador_retriever_standing_side_profile_bing_00030,Labrador Retriever,78.8,12.7,12.3,110.4,75.5,M,1.051,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00030_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00030_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00030_stage3_mask_M.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00030_stage4_vton_M.png
271,labrador_labrador_retriever_standing_side_profile_bing_00031,Labrador Retriever,110.8,17.9,17.3,43.9,78.4,XL,1.119,Tight,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00031_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00031_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00031_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00031_stage4_vton_XL.png
